time,high
2125,1.358
2126,1.315
2127,1.266
2128,1.199
2129,1.089
2130,0.967
2131,0.885
2132,0.86
2133,0.833
2134,0.817
2135,0.799
2136,0.769
2137,0.704
2138,0.631
2139,0.57
2140,0.531
2141,0.503
2142,0.506
2143,0.531
2144,0.54
2145,0.558
2146,0.592
2147,0.631
2148,0.671
2149,0.692
2150,0.723
2151,0.759
2152,0.805
2153,0.869
2154,0.9
2155,0.891
2156,0.851
2157,0.802
2158,0.744
2159,0.677
2160,0.647
2161,0.628
2162,0.589
2163,0.546
2164,0.543
2165,0.567
2166,0.585
2167,0.601
2168,0.616
2169,0.61
2170,0.592
2171,0.585
2172,0.592
2173,0.589
2174,0.598
2175,0.625
2176,0.634
2177,0.628
2178,0.607
2179,0.595
2180,0.57
2181,0.537
2182,0.491
2183,0.451
2184,0.43
2185,0.415
2186,0.402
2187,0.396
2188,0.393
2189,0.39
2190,0.399
2191,0.418
2192,0.445
2193,0.457
2194,0.47
2195,0.46
2196,0.433
2197,0.421
2198,0.408
2199,0.39
2200,0.36
2201,0.326
2202,0.314
2203,0.317
2204,0.32
2205,0.326
2206,0.366
2207,0.415
2208,0.448
2209,0.43
2210,0.354
2211,0.299
2212,0.271
2213,0.207
2214,0.21
2215,0.262
2216,0.28
2217,0.326
2218,0.372
2219,0.384
2220,0.433
2221,0.582
2222,0.735
2223,0.79
2224,0.772
2225,0.723
2226,0.656
2227,0.61
2228,0.622
2229,0.656
2230,0.662
2231,0.72
2232,0.851
2233,0.967
2234,0.988
2235,0.982
2236,1.046
2237,1.181
2238,1.263
2239,1.306
2240,1.315
2241,1.284
2242,1.248
2243,1.223
2244,1.19
2245,1.123
2246,1.098
2247,1.135
2248,1.184
2249,1.287
2250,1.406
2251,1.422
2252,1.351
2253,1.358
2254,1.449
2255,1.446
2256,1.437
2257,1.504
2258,1.55
2259,1.544
2260,1.605
2261,1.73
2262,1.934
2263,2.117
2264,2.221
2265,2.337
2266,2.465
2267,2.523
2268,2.554
2269,2.551
2270,2.529
2271,2.514
2272,2.545
2273,2.618
2274,2.664
2275,2.7
